# Time	NodeID	serviceID
2.05912965252	13	251
2.13976301908	7	352
2.15274951592	14	432
2.1561452237	13	111
2.16015292178	14	88
2.18290271607	12	103
2.19524111895	9	6
2.21936427009	12	498
2.2242888098	7	72
2.22677546875	14	832
2.23560717819	13	71
2.23827329128	13	13
2.23886008029	10	11
2.24829618254	9	360
2.25547301293	11	679
2.25982820147	12	264
2.26708747366	8	871
2.29364582569	8	209
2.30038323404	10	18
2.30347395337	13	10
2.30351277412	10	8
2.31896236237	10	915
2.32401269481	8	107
2.32816033298	13	691
2.34399755505	11	108
2.34793010657	13	2
2.35252991287	14	157
2.35460981526	14	315
2.36791283745	11	640
2.37085170594	11	371
2.37130694146	8	3
2.37748605956	10	2
2.39404101868	8	111
2.39529805278	13	4
2.40979854997	12	778
2.41560816603	13	91
2.42966611442	7	1
2.43165537361	12	6
2.45214198648	8	44
2.45784851566	9	33
2.46563721567	14	36
2.47146730204	9	167
2.47449171293	14	6
2.4897930663	13	402
2.49265354965	11	407
2.50343049929	10	150
2.52302725121	13	280
2.52428565381	10	58
2.53552132787	10	299
2.53802593555	7	22
2.54532722814	10	21
2.55522960785	11	11
2.5718237091	9	47
2.58062886635	13	7
2.58566374003	8	146
2.58645911061	7	484
2.60136687099	9	346
2.60376796175	10	549
2.61803773124	11	219
2.62795297655	8	5
2.64590666254	9	58
2.65198742592	13	18
2.66256491537	10	134
2.69321056993	12	42
2.71203490943	11	233
2.72418925355	7	491
2.72903583569	13	1
2.74199892403	8	52
2.74781847282	10	295
2.75083096424	10	39
2.75523708887	9	401
2.75687659678	13	259
2.75712531101	13	20
2.76773491811	13	2
2.80352378293	12	713
2.80596393505	12	58
2.80791114259	11	961
2.82166702178	12	81
2.82472875364	9	406
2.83633299066	12	1
2.86178055171	12	72
2.86181170132	14	659
2.8690258222	10	8
2.87303135919	7	558
2.87586552791	13	530
2.87771490573	7	330
2.87955791801	13	800
2.88866792543	9	109
2.89029394978	9	25
2.90668749235	10	1
2.93363236969	13	4
2.93709586208	14	22
2.94149346979	10	79
2.94463838234	12	73
2.94836010062	8	180
2.98622613089	7	198
2.98927029861	10	108
3.00204963984	12	135
3.00225864657	10	1
3.01367568344	9	474
3.01709745461	10	16
3.02463220311	11	937
3.06034016592	14	194
3.06433662692	8	792
3.07315904362	10	326
3.07751863161	8	730
3.08153323994	10	1
3.0984809711	9	864
3.10299385879	10	45
3.11826255267	9	963
3.11827268574	14	2
3.11961769406	8	854
3.12616489524	8	553
3.14124353886	10	13
3.14920369714	12	857
3.15111328712	14	297
3.15282593766	13	141
3.16875474366	9	438
3.17184391695	11	92
3.21878161893	10	848
3.22650071922	9	970
3.22860778479	7	502
3.2472344311	7	9
3.25805574848	8	191
3.26253334144	8	190
3.2678374429	9	526
3.27042906404	13	161
3.29879200631	10	263
3.30867565263	12	399
3.31154173832	8	30
3.34053596666	8	3
3.34648129497	10	104
3.35359235017	7	360
3.38529421224	14	789
3.41160319465	10	833
3.41451588747	8	470
3.42392400168	13	1
3.42403430272	11	450
3.42892209109	7	256
3.43385296161	8	1
3.44011369893	7	6
3.4525092691	11	1
3.45892858168	9	1
3.46727383109	11	1
3.46939059387	13	171
3.46983136845	8	608
3.49888985339	11	744
3.54043871463	7	31
3.55155232586	9	79
3.55520656914	13	6
3.55664476658	12	276
3.57108690227	13	564
3.57153134632	9	420
3.5815069337	8	53
3.59032300964	13	188
3.60710546771	14	27
3.61915872625	11	27
3.6465719973	8	9
3.66961410016	9	1
3.67842098871	10	1
3.69259644184	7	3
3.70304905127	12	22
3.70918632036	14	49
3.71983443948	12	185
3.7276748522	7	52
3.74443929179	13	91
3.74878287891	12	584
3.75596546543	8	643
3.75723070256	11	1
3.77046402668	13	698
3.77261259232	12	2
3.77634143247	12	2
3.79093226188	10	58
3.80896203663	13	2
3.81334678074	8	440
3.82450388746	9	525
3.82981802684	13	522
3.83193133079	12	58
3.83324798358	11	12
3.84281947101	10	1
3.84891628245	9	665
3.85576869381	13	2
3.87558161744	7	636
3.8786230207	10	4
3.89614301232	11	872
3.90251791527	13	753
3.91234040851	11	1
3.91706746362	14	178
3.91865605731	14	782
3.92887590463	14	682
3.93867662216	8	126
3.96056033605	10	2
3.96330852747	11	11
3.96602906843	14	681
3.97224475579	8	7
3.98056697457	13	806
3.9806235052	12	521
4.07103448069	13	565
4.07816977482	13	476
4.07935651128	9	478
4.09055254987	12	1
4.09628424152	8	48
4.09913388214	14	146
4.10675560279	13	81
4.11750499367	8	93
4.1232326305	12	19
4.12825521547	10	75
4.13696303083	7	993
4.15859471368	11	1
4.16805202753	12	22
4.16846341567	11	514
4.20173889131	13	679
4.20223833516	10	1
4.20770372128	7	73
4.23354847003	10	233
4.23530843463	11	82
4.24422941376	8	33
4.25123239848	8	53
4.26113728368	7	262
4.27513840475	14	878
4.2770851539	9	36
4.2871479381	11	93
4.29861197789	11	394
4.30287188625	14	242
4.3046842041	12	76
4.3054764637	10	326
4.32051801292	9	183
4.32237207204	14	20
4.32982286891	7	57
4.35118273287	10	377
4.35526500399	13	893
4.37454840263	12	647
4.39749626993	11	139
4.40152779538	10	761
4.44322544261	10	39
4.4644692702	8	53
4.49417232364	9	898
4.54903323749	7	329
4.55070576772	13	223
4.5628952754	8	152
4.57483043879	10	16
4.5851671174	8	5
4.59683206513	9	65
4.61259924382	13	713
4.62960184303	12	5
4.63562811952	9	25
4.64229378479	7	787
4.65054104737	7	3
4.66994605865	8	11
4.68751890645	7	681
4.69479918173	9	16
4.70711370263	12	1
4.70855549126	12	696
4.71687825724	8	804
4.71778620604	9	49
4.72485451222	12	124
4.72592820207	7	131
4.73628422644	12	12
4.74407128988	14	623
4.7618856607	14	3
4.76259516482	12	866
4.77071763501	11	20
4.77189278916	14	541
4.77338514073	7	562
4.77485633135	9	1
4.79466396606	9	439
4.801404185	10	809
4.80960367335	7	52
4.81062989986	13	20
4.82886777957	11	19
4.8357122395	8	145
4.83988060967	13	201
4.84244576443	11	68
4.8566415601	14	821
4.87020456976	12	685
4.87465444892	12	6
4.88973030862	12	138
4.89609738477	10	65
4.92085027439	12	58
4.9259731756	7	979
4.94611081077	12	35
4.95201648302	11	23
4.95408599799	8	138
4.95525105384	12	71
4.96245694734	8	932
4.97080161524	9	319
4.97777762976	12	42
4.98929528412	13	43
5.01145739126	14	906
5.05291569967	9	1
5.05389710165	14	46
5.05509742466	7	60
5.05775967984	13	68
5.057804849	13	233
5.08513013436	14	415
5.08733292994	13	723
5.10604802009	13	12
5.10871768052	8	68
5.12518813114	12	68
5.13968465061	9	29
5.1484268002	10	571
5.15973337554	10	224
5.16069904568	8	374
5.16388556121	10	251
5.17463993375	12	201
5.1854288313	14	144
5.18671104821	13	758
5.1880411889	8	117
5.19410909704	11	85
5.19884491536	9	49
5.21610327676	14	24
5.22265315373	8	1
5.23550547458	13	79
5.24995349495	12	92
5.25287329897	12	20
5.25620736643	10	228
5.28273525029	8	156
5.28365154156	11	152
5.29483447533	8	9
5.29520822042	7	528
5.30972181042	12	322
5.31502307102	14	72
5.33048988999	7	888
5.35235277718	10	155
5.36522367759	14	788
5.37769166559	9	95
5.387730368	9	728
5.39618720688	14	99
5.39897071117	8	604
5.40708594517	14	2
5.40852660581	12	317
5.41106260897	10	644
5.4252194733	12	280
5.46975893945	8	50
5.48132496811	14	186
5.48573382845	12	98
5.49661746649	7	116
5.49820255732	7	432
5.52896010907	12	113
5.53673835627	8	359
5.53695343393	14	626
5.54575962533	7	83
5.54812277304	13	988
5.54958901501	10	131
5.55437178284	9	3
5.58944876912	12	1
5.59488472713	7	41
5.60855052329	7	22
5.64296212268	13	648
5.65014983194	14	26
5.65915197083	11	594
5.66163054156	12	143
5.66578225665	7	28
5.6667141299	14	258
5.67500523433	13	979
5.68153374772	11	396
5.68177966545	12	304
5.71451726971	7	696
5.71578317828	12	1
5.71895764088	12	52
5.7236375502	7	13
5.74103846243	9	50
5.74907334694	14	135
5.74929532551	7	48
5.75351192514	8	243
5.75891882496	7	2
5.76737025822	9	642
5.77619399163	12	154
5.79142188427	11	186
5.80371103974	8	343
5.83637888596	12	238
5.85005537302	11	29
5.88611293669	11	999
5.9052366933	14	573
5.94635798703	11	304
5.96103690279	13	555
5.96472381027	10	858
5.96508121187	9	35
5.96629903346	10	938
5.97348800225	11	104
5.97884290681	9	81
5.97968077225	8	990
5.98159400643	14	97
5.99359158798	13	588
6.00376467746	11	664
6.01458840256	11	177
6.05333449883	13	365
6.07226668223	10	7
6.08135858234	7	86
6.09009157195	11	41
6.10662391014	12	104
6.10793506855	11	154
6.11056187205	7	69
6.11328638907	11	565
6.13673541653	8	1
6.15075535126	9	6
6.15358605948	11	79
6.15994846039	8	2
6.17229860024	7	58
6.17516498905	14	38
6.17673501303	9	25
6.17701131049	14	558
6.18241334372	8	841
6.18520186647	9	687
6.19391074701	14	24
6.23783137919	11	657
6.25367943405	10	385
6.26928504794	7	2
6.27112199082	9	17
6.2787409207	12	6
6.27963974275	13	567
6.28049250796	8	952
6.29418477416	12	31
6.29950275469	11	75
6.31245617433	8	9
6.31523574387	14	2
6.33449097822	9	2
6.3404014928	12	478
6.35473105356	14	258
6.36185815231	13	8
6.3728497294	11	895
6.37981626987	10	7
6.3863449336	10	584
6.38857146318	12	119
6.39437630023	12	36
6.41091650863	8	54
6.42107375462	12	206
6.43296587559	9	317
6.44711881346	7	13
6.44955718665	9	146
6.46604549872	9	731
6.4810784034	9	569
6.48753829089	11	95
6.49363017569	10	2
6.50670532829	8	110
6.50741784278	14	4
6.51037973986	7	1
6.53106114287	8	13
6.53296774233	8	59
6.54966898389	13	972
6.54983526072	9	802
6.56762927373	11	561
6.57262232343	12	60
6.57700300296	9	485
6.58902578299	7	1
6.59661210354	11	16
6.62197643868	14	13
6.62394649625	10	241
6.63099127696	9	833
6.65073921604	8	2
6.67350963461	13	283
6.70022182991	9	87
6.70425265372	8	795
6.71390550751	10	51
6.71539253526	8	294
6.71859992747	8	238
6.72261343959	8	3
6.73891768887	14	5
6.74191448062	10	237
6.74738381769	14	790
6.76192035371	10	543
6.77680341463	13	469
6.79504988452	10	126
6.80664771001	13	454
6.80968891133	7	268
6.81680362086	9	3
6.81722119842	13	473
6.8187119463	13	70
6.85674496486	8	42
6.87388175808	13	73
6.88253787178	8	2
6.88785531781	8	1
6.89699531088	12	189
6.90914731398	12	712
6.94031829876	8	2
6.95844789225	8	8
6.98682313264	14	16
7.01795629694	7	204
7.021350379	11	78
7.02144072083	10	2
7.0363063832	13	1
7.03965631455	7	582
7.04673491871	8	5
7.05077287484	10	45
7.0523436331	9	2
7.05701198876	11	48
7.06365141146	9	3
7.06744248852	12	78
7.0739824331	12	3
7.07645839124	10	574
7.08362133372	14	3
7.08531610806	12	193
7.09623020803	9	193
7.1005724565	10	393
7.10571619896	7	420
7.12922807056	12	53
7.14424304289	13	69
7.18205001238	11	148
7.18492376072	13	5
7.19063677507	9	176
7.19794905059	13	1
7.20239157035	8	12
7.20552856492	12	766
7.23489836249	13	283
7.23759230727	10	418
7.25940832488	10	612
7.27475533656	14	2
7.28817920762	9	993
7.28998113237	12	34
7.31107579587	12	764
7.32335810941	8	228
7.36072165847	14	99
7.36935843266	8	196
7.38940288517	10	148
7.3943695056	11	36
7.3967440854	8	167
7.41683350884	8	838
7.41955378537	11	265
7.42344066244	14	446
7.43143445206	9	368
7.43265319382	8	124
7.4444241949	9	234
7.45679989341	13	136
7.45916078097	12	147
7.46352954366	12	399
7.46397248283	8	232
7.4657584236	9	3
7.47271941302	10	87
7.47649083302	10	819
7.49717670693	12	647
7.49839876929	13	950
7.51279186999	9	187
7.51648627285	8	624
7.52305857288	14	320
7.53601175361	8	500
7.53696857158	8	628
7.54570385232	11	402
7.554782647	13	192
7.55498668376	7	564
7.56808429585	13	216
7.57305016342	14	712
7.60157412551	8	163
7.62155668576	14	36
7.64549396197	9	20
7.6468877028	14	135
7.65050442113	10	30
7.65132126907	8	303
7.68784261409	14	663
7.68801606517	9	124
7.68936506148	7	29
7.71223554096	10	623
7.73237065312	7	408
7.73241144139	14	16
7.7410266835	13	6
7.74766192083	13	43
7.75014638499	14	43
7.77145093523	14	285
7.78469345657	10	13
7.78899822042	11	169
7.82374724895	14	181
7.82442443545	12	869
7.84833611918	13	624
7.86091359662	8	111
7.86640501757	8	167
7.88073332317	14	3
7.88654033039	11	147
7.89076120541	7	406
7.89560558828	14	367
7.90339450304	14	1
7.91298388089	9	203
7.91836004765	12	73
7.91927818947	9	6
7.93047109425	10	11
7.93272144386	14	227
7.93793849955	8	177
7.94539630849	14	4
7.97126038665	13	7
7.97343334798	9	272
7.97908328901	12	275
7.98212268346	7	273
7.9913574137	13	53
8.00600472173	14	279
8.0427820279	12	152
8.0451651091	13	22
8.05154866855	9	589
8.05497383716	11	383
8.06588865279	10	678
8.06681727895	13	136
8.07630037278	10	20
8.07776330884	8	22
8.07794319959	11	152
8.08797678504	10	8
8.09506703391	11	389
8.09952200541	7	14
8.1519262758	9	89
8.16486004468	12	1
8.17067389234	11	300
8.17815445865	7	130
8.17984273939	14	200
8.18291987287	14	836
8.18441992209	8	167
8.21205156588	7	37
8.2184040596	13	61
8.24453972879	13	24
8.24497638935	7	329
8.25387641297	12	27
8.26269152739	10	505
8.26446455934	10	323
8.27316755068	10	152
8.30409881107	10	259
8.30423126201	14	229
8.31879463934	14	270
8.32047109365	7	559
8.33016310451	13	32
8.33330379336	12	481
8.3419388274	8	364
8.3434628719	8	2
8.34751038354	10	72
8.34773460355	11	23
8.36270235139	9	8
8.38330703594	14	44
8.40407934758	7	88
8.41140387881	8	368
8.42398215684	10	965
8.44975355126	11	101
8.45985094592	14	282
8.48320955826	11	62
8.48918683085	12	277
8.48972051386	7	33
8.49944928572	12	240
8.5078645674	9	10
8.50794007928	13	70
8.51091198374	12	118
8.51815605774	14	136
8.54821121765	14	1
8.55234954329	10	641
8.55350665952	13	41
8.56323618239	8	47
8.57834851519	14	275
8.58122484949	7	761
8.58704818432	10	56
8.60595774496	12	212
8.64897473364	9	106
8.64998465929	8	158
8.66205079942	10	22
8.67218627105	13	2
8.69056933175	9	38
8.69805253995	9	322
8.69805388286	14	4
8.71204103661	12	15
8.71673285321	10	111
8.72462632982	8	77
8.7257161552	13	389
8.72946264717	13	478
8.75142865606	13	246
8.76491819321	14	590
8.77643871673	12	10
8.7794205238	7	11
8.79161590181	9	189
8.79178056685	13	41
8.80173199198	12	26
8.80657449143	12	222
8.81477855897	11	90
8.83118987012	9	914
8.84041481234	11	148
8.84681849707	7	409
8.86807023358	10	25
8.87125598135	14	682
8.89429011648	11	1
8.90071974531	7	357
8.91197763953	13	4
8.9250419744	7	12
8.94199085191	8	230
8.95001422803	13	84
8.95630648016	8	99
8.95642630489	9	2
9.00473396568	10	381
9.01655892289	8	79
9.01982925973	13	1
9.02631435426	10	412
9.02634314508	9	580
9.04651342639	7	86
9.05868595353	10	2
9.05908260104	11	277
9.06387855675	10	449
9.07863539198	11	918
9.0867051511	10	268
9.09789369434	14	317
9.10354189314	8	373
9.1400346867	8	585
9.14885824521	9	117
9.1534734354	12	764
9.16386663397	14	1
9.16964967281	12	2
9.17222129381	11	66
9.18202701956	14	560
9.18890088357	13	4
9.21757842354	13	284
9.21955058785	10	963
9.24458586719	12	93
9.24800288399	12	879
9.24838883359	12	721
9.24951616679	13	546
9.25284053777	7	38
9.25316893655	7	48
9.25935500438	13	287
9.27701316605	14	814
9.28705332807	9	16
9.30793358516	12	2
9.33394059246	11	36
9.33453809478	13	2
9.35532937822	7	117
9.35617676303	14	851
9.36440274506	7	3
9.36507824585	7	5
9.38226527575	8	94
9.38348843085	10	102
9.390448168	8	170
9.39193545006	11	617
9.39909849972	13	143
9.39945575705	8	24
9.41251869544	8	723
9.42003979663	11	351
9.4279498517	8	23
9.4397737636	14	79
9.45479713169	11	33
9.45914971144	11	1
9.46069432085	10	342
9.47126372023	14	5
9.47798838597	12	6
9.51175038477	7	667
9.5136401253	10	543
9.5175485728	8	4
9.53331000851	14	25
9.53541127588	13	312
9.53819465704	7	463
9.56975873267	7	970
9.57790794483	13	48
9.58291801709	8	88
9.58606747044	7	780
9.58654546279	8	386
9.64115865979	10	1
9.65250079004	14	966
9.67939562201	7	365
9.68231779372	8	562
9.6923670574	14	15
9.70073536903	9	81
9.7175296086	10	26
9.71783465578	9	47
9.739892503	14	178
9.74209808263	8	277
9.7560851273	8	107
9.76399803018	12	249
9.76807401195	7	61
9.78283108396	13	60
9.78936831632	8	386
9.80260355044	10	733
9.81551047371	10	782
9.82995798372	13	659
9.8320429036	10	84
9.83702372422	14	92
9.91197014209	7	408
9.92226858281	14	2
9.94925761718	8	1
9.97345847894	10	4
9.97513346883	14	26
9.99844576675	12	169
10.0039682094	12	25
10.0077533397	11	33
10.0171162547	13	824
10.024326389	9	88
10.037457045	7	386
10.0710950563	12	3
10.0871065808	10	1
10.0938954791	7	853
10.0981983989	12	101
10.1118277294	10	120
10.113873626	9	1
10.1182702621	11	2
10.1192949486	7	106
10.1206728146	8	42
10.1264750528	10	9
10.141730503	7	132
10.1540905114	10	975
10.1690180778	11	146
10.1740241754	9	721
10.1750355908	8	141
10.1766068214	8	14
10.1768803028	12	201
10.1773989314	10	191
10.1856805793	13	57
10.1870798536	12	63
10.1910821589	8	255
10.1922481284	10	988
10.1967940302	7	295
10.2032385922	12	17
10.2086473386	11	128
10.2197150582	8	8
10.2363107026	7	259
10.238443558	13	7
10.2423274317	11	538
10.2465371487	14	929
10.2587413354	7	136
10.2597605438	9	101
10.2635885291	13	43
10.2667673362	11	372
10.2680074864	12	444
10.2717136077	7	649
10.2738112228	10	273
10.2756715698	9	121
10.278425656	10	720
10.301105988	13	67
10.3020408625	12	302
10.3143127931	13	5
10.3243139605	7	236
10.3253001546	13	208
10.3277451628	10	38
10.3452286606	8	163
10.357357618	7	258
10.3677646996	12	714
10.3697151489	14	389
10.3720903843	9	735
10.3765155377	10	660
10.3872641079	13	151
10.4032116949	8	110
10.4037907572	11	138
10.430298383	13	770
10.4360961151	13	432
10.437386723	14	22
10.4453106569	10	640
10.4542202258	10	125
10.4612381615	10	29
10.4647478155	9	252
10.4667347154	14	178
10.4846468303	11	11
10.4851444803	9	161
10.494629107	9	297
10.5150414338	11	510
10.517612822	11	134
10.5249448808	10	1
10.5383547957	7	1
10.5466099632	13	7
10.5671040845	13	749
10.5781149513	7	318
10.5923188897	10	719
10.5967793435	12	285
10.6043330638	10	62
10.6097583781	12	1
10.623108517	9	698
10.6364990715	12	473
10.6371541718	10	809
10.6593745252	11	32
10.6628680878	8	52
10.6682013471	11	28
10.6886111389	12	166
10.6937417183	11	79
10.7162687972	11	348
10.7186774999	8	115
10.7222267846	12	413
10.7416346173	7	7
10.7758402807	12	861
10.7777133706	8	14
10.7980688239	11	599
10.7998578824	7	300
10.8011521248	8	95
10.8031817651	7	2
10.8035715991	10	4
10.8172920211	13	831
10.8187693907	9	281
10.8233297215	13	130
10.827419233	8	16
10.8299524122	9	101
10.8333348651	14	597
10.83433913	8	833
10.8357346506	8	28
10.8514594316	11	102
10.8638551802	9	437
10.8689020965	13	52
10.8904986407	7	796
10.8993949185	11	125
10.9061911171	14	665
10.9067999899	11	936
10.9150176142	8	1
10.931711945	10	632
10.9449775906	8	50
10.9586031661	7	343
10.9742701648	7	30
10.9776002083	12	1
11.0011442628	7	7
11.0182153605	11	235
11.0249330882	12	238
11.048724653	12	1
11.0677883257	8	532
11.0694923261	12	441
11.0894147713	7	789
11.0996762113	14	87
11.1317396854	14	813
11.1361959669	9	544
11.1371712035	13	123
11.1606390815	8	291
11.1627646055	7	66
11.1658340767	9	100
11.1731569315	8	1
11.1938360865	12	609
11.2147168983	10	120
11.2220928666	9	75
11.2345944805	7	50
11.2654959312	9	36
11.2672721276	10	32
11.2838209013	8	56
11.2885687702	11	26
11.3547380132	7	651
11.3550188491	8	564
11.3723501697	8	83
11.3731500414	9	167
11.3755826241	10	956
11.3881800124	7	468
11.404813988	14	234
11.4141870296	7	97
11.4172003904	9	134
11.4173700944	13	13
11.424154092	10	155
11.432708025	8	3
11.4373713506	9	501
11.4588883432	9	293
11.481364765	7	208
11.481487314	12	3
11.5144496147	7	53
11.5155081936	9	56
11.5283551618	7	225
11.5454101453	13	21
11.5510427768	12	542
11.5529726151	9	169
11.5634107374	13	2
11.5643636591	12	226
11.5776065047	10	5
11.5976927387	12	549
11.5995700135	12	312
11.6095149116	9	788
11.6262046026	9	321
11.6315694435	9	262
11.6497345607	14	109
11.6517684694	14	1
11.653037511	7	47
11.6566723575	14	204
11.6620352583	13	68
11.6785174995	7	926
11.697999927	12	504
11.7133892037	12	71
11.7216011686	12	253
11.7384090367	8	277
11.7458493978	14	77
11.7483886015	10	171
11.750052511	14	1
11.7512605214	9	271
11.7587739174	7	176
11.7617366131	7	61
11.7621916972	14	101
11.7716879909	7	643
11.7865729716	7	217
11.7887197624	10	344
11.7918407991	11	36
11.8462180045	10	58
11.848384159	11	23
11.8661497335	14	67
11.8738054601	11	11
11.9063455609	8	1
11.9139722328	13	95
11.9151321852	7	15
11.9187075671	13	908
11.9256415216	12	182
11.9276195456	7	34
11.9463879136	10	36
11.9530439864	11	832
11.971947082	9	338
11.9727557881	7	58
11.9758832516	11	706
11.9769735507	8	113
11.9868457585	9	2
12.0013587746	12	125
12.0185919254	11	8
12.0190589034	10	2
12.0280592982	13	5
12.0330663039	11	5
12.0615171739	8	892
12.1008512411	8	194
12.106030861	10	157
12.1086099099	7	10
12.1191592942	8	166
12.1207306889	11	147
12.1263884728	14	226
12.1475921547	8	12
12.158330624	13	8
12.1655333303	9	24
12.1788031276	8	913
12.1799004596	10	156
12.19187638	8	34
12.2131889686	13	1
12.2391031496	11	368
12.2415847566	9	51
12.2544220955	10	737
12.2706865307	12	6
12.2818154022	12	365
12.3262061711	11	101
12.3304109568	11	23
12.3347629935	11	58
12.3643120997	12	1
12.3977925368	9	40
12.4135800664	13	628
12.4148449758	13	8
12.4328760934	13	765
12.4363267305	14	292
12.4391030358	9	453
12.4501198198	11	265
12.4600301922	13	111
12.4700466409	12	10
12.4944234418	13	651
12.4962470892	8	757
12.4972103321	7	308
12.5172085642	12	41
12.5328524123	10	167
12.575121559	7	136
12.6011327215	9	604
12.6016451578	14	17
12.6042862344	14	1
12.6124873958	9	392
12.6220287624	12	104
12.6221703935	9	268
12.6319983066	8	357
12.6343648104	9	183
12.645536832	9	442
12.6516622403	9	794
12.6547262765	10	410
12.6719396145	9	925
12.7048885583	9	106
12.7059783674	9	41
12.7176258657	10	653
12.7312165475	7	599
12.7861145908	11	217
12.7942617856	9	308
12.8218961739	13	41
12.8281061707	9	748
12.8350304905	14	634
12.8422604426	7	28
12.8712577054	12	102
12.8777348217	11	444
12.886320443	9	229
12.8898076256	11	4
12.8946689076	11	54
12.904470066	10	427
12.9069739926	14	908
12.9132564715	12	3
